"id","timestamp","location","aqi","pm25","pm10","co","so2","no2","o3"
"33315","2025-12-20 12:53:14.607456+00","Vinh Phuc","122","44","50","770","15","34","20"
"33316","2025-12-20 13:31:29.16061+00","Ba Ria Vung Tau","72","20","40","304","7","11","36"
"33317","2025-12-20 13:31:31.596447+00","Bac Giang","108","38","51","676","11","19","22"
"33318","2025-12-20 13:31:35.231402+00","Bac Ninh","124","45","54","943","16","37","12"
"33319","2025-12-20 13:31:37.739459+00","Binh Dinh","48","9","16","265","8","27","29"
"33320","2025-12-20 13:31:40.303744+00","Binh Duong","69","19","26","184","4","10","56"
"33321","2025-12-20 13:31:42.808788+00","Can Tho","99","35","41","428","5","21","39"
"33322","2025-12-20 13:31:46.095248+00","Cao Bang","98","34","53","500","4","12","34"
"33323","2025-12-20 13:31:48.56336+00","Da Nang","58","13","25","233","1","10","40"
"33324","2025-12-20 13:31:51.13235+00","Gia Lai","46","8","20","1000","17","154","18"
"33325","2025-12-20 13:31:53.960275+00","Ha Nam","104","37","51","594","9","21","19"
"33326","2025-12-20 13:31:56.500926+00","Ha Nam Province","105","37","52","596","7","20","20"
"33327","2025-12-20 13:31:59.010232+00","Ha Noi","118","42","55","888","17","33","12"
"33328","2025-12-20 13:32:01.439287+00","Hai Duong","106","37","50","642","11","20","33"
"33329","2025-12-20 13:32:03.924343+00","Hai Phong","96","33","47","511","8","16","34"
"33330","2025-12-20 13:32:06.443601+00","Ho Chi Minh","113","40","51","454","11","26","48"
"33331","2025-12-20 13:32:08.938766+00","Hanoi","114","40","53","682","14","24","21"
"33332","2025-12-20 13:32:11.547491+00","Hung Yen","96","33","47","554","7","14","16"
"33333","2025-12-20 13:32:14.02084+00","Hoa Binh Province","124","45","63","619","14","23","22"
"33334","2025-12-20 13:32:16.872695+00","Khanh Hoa","48","9","15","345","4","39","29"
"33335","2025-12-20 13:32:19.483935+00","Lam Dong","50","9","13","174","1","10","26"
"33336","2025-12-20 13:32:21.959446+00","Lang Son","90","30","52","530","5","8","28"
"33337","2025-12-20 13:32:24.442468+00","Lang Son Province","122","44","57","627","9","19","20"
"33338","2025-12-20 13:32:26.963095+00","Lao Cai","85","28","34","361","2","5","38"
"33339","2025-12-20 13:32:29.501689+00","Long An","111","40","58","500","8","36","50"
"33340","2025-12-20 13:32:32.008475+00","Nghe An","54","10","32","668","20","26","34"
"33341","2025-12-20 13:32:34.517633+00","Ninh Binh","96","33","50","454","6","26","22"
"33342","2025-12-20 13:32:37.073957+00","Ninh Thuan","50","9","15","151","1","8","38"
"33343","2025-12-20 13:32:39.67385+00","Phu Tho","97","34","47","478","8","8","28"
"33344","2025-12-20 13:32:42.206098+00","Quang Binh Province","53","10","26","367","10","18","32"
"33345","2025-12-20 13:32:44.593493+00","Quang Nam","56","12","19","170","1","9","31"
"33346","2025-12-20 13:32:47.043557+00","Quang Ngai","66","17","24","157","1","7","19"
"33347","2025-12-20 13:32:49.464243+00","Quang Ninh","71","20","33","427","3","7","39"
"33348","2025-12-20 13:32:52.174035+00","Quang Ninh Province","84","27","36","497","4","7","42"
"33349","2025-12-20 13:32:54.332688+00","Quang Tri","84","27","36","497","4","7","42"
"33350","2025-12-20 13:32:56.75841+00","Son La","102","36","55","590","13","16","25"
"33351","2025-12-20 13:32:59.23016+00","Tay Ninh","94","32","46","424","8","26","44"
"33352","2025-12-20 13:33:01.856448+00","Thai Binh","90","30","41","434","6","12","32"
"33353","2025-12-20 13:33:04.371046+00","Thai Binh Province","90","30","39","441","6","12","33"
"33354","2025-12-20 13:33:06.771003+00","Thua Thien Hue","50","9","23","221","1","8","30"
"33355","2025-12-20 13:33:09.339474+00","Tra Vinh","91","30","40","257","5","12","69"
"33356","2025-12-20 13:33:11.888409+00","Tuyen Quang Province","112","40","58","524","9","14","27"
"33357","2025-12-20 13:33:14.459473+00","Vinh Long","96","34","46","452","6","22","42"
"33358","2025-12-20 13:33:16.868007+00","Vinh Phuc","122","44","50","770","15","34","20"
"33359","2025-12-20 14:23:05.538826+00","Ba Ria Vung Tau","72","20","40","304","7","11","36"
"33360","2025-12-20 14:23:08.050936+00","Bac Giang","108","38","51","676","11","19","22"
"33361","2025-12-20 14:23:10.465371+00","Bac Ninh","124","45","54","943","16","37","12"
"33362","2025-12-20 14:23:12.606015+00","Binh Dinh","48","9","16","265","8","27","29"
"33363","2025-12-20 14:23:14.754651+00","Binh Duong","69","19","26","184","4","10","56"
"33364","2025-12-20 14:23:17.267959+00","Can Tho","99","35","41","428","5","21","39"
"33365","2025-12-20 14:23:19.443862+00","Cao Bang","98","34","53","500","4","12","34"
"33366","2025-12-20 14:23:23.004158+00","Da Nang","54","12","21","235","1","14","36"
"33367","2025-12-20 14:23:25.1413+00","Gia Lai","46","8","20","1000","17","154","18"
"33368","2025-12-20 14:23:27.336113+00","Ha Nam","104","37","51","594","9","21","19"
"33369","2025-12-20 14:23:29.856551+00","Ha Nam Province","105","37","52","596","7","20","20"
"33370","2025-12-20 14:23:32.006103+00","Ha Noi","118","42","55","888","17","33","12"
"33371","2025-12-20 14:23:34.490365+00","Hai Duong","106","37","50","642","11","20","33"
"33372","2025-12-20 14:23:36.892939+00","Hai Phong","96","33","47","511","8","16","34"
"33373","2025-12-20 14:23:39.037599+00","Ho Chi Minh","113","40","51","454","11","26","48"
"33374","2025-12-20 14:23:42.411573+00","Hanoi","138","52","88","957","21","41","8"
"33375","2025-12-20 14:23:44.825312+00","Hung Yen","96","33","47","554","7","14","16"
"33376","2025-12-20 14:23:47.479466+00","Hoa Binh Province","124","45","63","619","14","23","22"
"33377","2025-12-20 14:23:49.665637+00","Khanh Hoa","48","9","15","345","4","39","29"
"33378","2025-12-20 14:23:52.145874+00","Lam Dong","50","9","13","174","1","10","26"
"33379","2025-12-20 14:23:54.544593+00","Lang Son","90","30","52","530","5","8","28"
"33380","2025-12-20 14:23:56.677639+00","Lang Son Province","122","44","57","627","9","19","20"
"33381","2025-12-20 14:23:58.835014+00","Lao Cai","85","28","34","361","2","5","38"
"33382","2025-12-20 14:24:01.316824+00","Long An","111","40","58","500","8","36","50"
"33383","2025-12-20 14:24:03.785002+00","Nghe An","54","10","32","668","20","26","34"
"33384","2025-12-20 14:24:05.940531+00","Ninh Binh","96","33","50","454","6","26","22"
"33385","2025-12-20 14:24:08.073801+00","Ninh Thuan","50","9","15","151","1","8","38"
"33386","2025-12-20 14:24:10.291293+00","Phu Tho","97","34","47","478","8","8","28"
"33387","2025-12-20 14:24:12.845128+00","Quang Binh Province","53","10","26","367","10","18","32"
"33388","2025-12-20 14:24:15.362586+00","Quang Nam","56","12","19","170","1","9","31"
"33389","2025-12-20 14:24:17.514655+00","Quang Ngai","66","17","24","157","1","7","19"
"33390","2025-12-20 14:24:21.186279+00","Quang Ninh","120","43","57","543","6","23","24"
"33391","2025-12-20 14:24:23.341264+00","Quang Ninh Province","84","27","36","497","4","7","42"
"33392","2025-12-20 14:24:25.48452+00","Quang Tri","84","27","36","497","4","7","42"
"33393","2025-12-20 14:24:27.62164+00","Son La","102","36","55","590","13","16","25"
"33394","2025-12-20 14:24:29.776154+00","Tay Ninh","94","32","46","424","8","26","44"
"33395","2025-12-20 14:24:32.942565+00","Thai Binh","90","30","41","434","6","12","32"
"33396","2025-12-20 14:24:35.375988+00","Thai Binh Province","90","30","39","441","6","12","33"
"33397","2025-12-20 14:24:37.543032+00","Thua Thien Hue","50","9","23","221","1","8","30"
"33398","2025-12-20 14:24:39.971921+00","Tra Vinh","91","30","40","257","5","12","69"
"33399","2025-12-20 14:24:42.117346+00","Tuyen Quang Province","112","40","58","524","9","14","27"
"33400","2025-12-20 14:24:44.271708+00","Vinh Long","96","34","46","452","6","22","42"
"33401","2025-12-20 14:24:46.663853+00","Vinh Phuc","122","44","50","770","15","34","20"
"33402","2025-12-20 15:24:17.085133+00","Ba Ria Vung Tau","72","20","40","304","7","11","36"
"33403","2025-12-20 15:24:19.283391+00","Bac Giang","108","38","51","676","11","19","22"
"33404","2025-12-20 15:24:21.435706+00","Bac Ninh","124","45","54","943","16","37","12"
"33405","2025-12-20 15:24:23.570649+00","Binh Dinh","48","9","16","265","8","27","29"
"33406","2025-12-20 15:24:26.075989+00","Binh Duong","69","19","26","184","4","10","56"
"33407","2025-12-20 15:24:28.205044+00","Can Tho","99","35","41","428","5","21","39"
"33408","2025-12-20 15:24:30.354539+00","Cao Bang","98","34","53","500","4","12","34"
"33409","2025-12-20 15:24:32.539149+00","Da Nang","54","12","21","235","1","14","36"
"33410","2025-12-20 15:24:34.669732+00","Gia Lai","46","8","20","1000","17","154","18"
"33411","2025-12-20 15:24:36.877618+00","Ha Nam","104","37","51","594","9","21","19"
"33412","2025-12-20 15:24:39.061859+00","Ha Nam Province","105","37","52","596","7","20","20"
"33413","2025-12-20 15:24:41.19905+00","Ha Noi","118","42","55","888","17","33","12"
"33414","2025-12-20 15:24:43.341032+00","Hai Duong","106","37","50","642","11","20","33"
"33415","2025-12-20 15:24:45.527148+00","Hai Phong","96","33","47","511","8","16","34"
"33416","2025-12-20 15:24:47.687562+00","Ho Chi Minh","113","40","51","454","11","26","48"
"33417","2025-12-20 15:24:49.872573+00","Hanoi","138","52","88","957","21","41","8"
"33418","2025-12-20 15:24:52.065459+00","Hung Yen","96","33","47","554","7","14","16"
"33419","2025-12-20 15:24:54.245235+00","Hoa Binh Province","124","45","63","619","14","23","22"
"33420","2025-12-20 15:24:56.500221+00","Khanh Hoa","48","9","15","345","4","39","29"
"33421","2025-12-20 15:24:58.680966+00","Lam Dong","50","9","13","174","1","10","26"
"33422","2025-12-20 15:25:00.816947+00","Lang Son","90","30","52","530","5","8","28"
"33423","2025-12-20 15:25:02.962451+00","Lang Son Province","122","44","57","627","9","19","20"
"33424","2025-12-20 15:25:05.359442+00","Lao Cai","85","28","34","361","2","5","38"
"33425","2025-12-20 15:25:07.526867+00","Long An","111","40","58","500","8","36","50"
"33426","2025-12-20 15:25:09.68038+00","Nghe An","54","10","32","668","20","26","34"
"33427","2025-12-20 15:25:12.148117+00","Ninh Binh","96","33","50","454","6","26","22"
"33428","2025-12-20 15:25:14.29664+00","Ninh Thuan","50","9","15","151","1","8","38"
"33429","2025-12-20 15:25:16.490585+00","Phu Tho","97","34","47","478","8","8","28"
"33430","2025-12-20 15:25:18.669045+00","Quang Binh Province","53","10","26","367","10","18","32"
"33431","2025-12-20 15:25:20.823193+00","Quang Nam","56","12","19","170","1","9","31"
"33432","2025-12-20 15:25:22.964698+00","Quang Ngai","66","17","24","157","1","7","19"
"33433","2025-12-20 15:25:25.156936+00","Quang Ninh","120","43","57","543","6","23","24"
"33434","2025-12-20 15:25:27.297025+00","Quang Ninh Province","84","27","36","497","4","7","42"
"33435","2025-12-20 15:25:29.447338+00","Quang Tri","84","27","36","497","4","7","42"
"33436","2025-12-20 15:25:31.92371+00","Son La","102","36","55","590","13","16","25"
"33437","2025-12-20 15:25:34.064129+00","Tay Ninh","94","32","46","424","8","26","44"
"33438","2025-12-20 15:25:36.246205+00","Thai Binh","90","30","41","434","6","12","32"
"33439","2025-12-20 15:25:38.429415+00","Thai Binh Province","90","30","39","441","6","12","33"
"33440","2025-12-20 15:25:40.870387+00","Thua Thien Hue","50","9","23","221","1","8","30"
"33441","2025-12-20 15:25:43.075716+00","Tra Vinh","91","30","40","257","5","12","69"
"33442","2025-12-20 15:25:45.510884+00","Tuyen Quang Province","112","40","58","524","9","14","27"
"33443","2025-12-20 15:25:48.019622+00","Vinh Long","96","34","46","452","6","22","42"
"33444","2025-12-20 15:25:50.208372+00","Vinh Phuc","122","44","50","770","15","34","20"
"33445","2025-12-20 16:30:44.515012+00","Ba Ria Vung Tau","55","11","34","298","6","13","28"
"33446","2025-12-20 16:30:46.669617+00","Bac Giang","108","38","51","676","11","19","22"
"33447","2025-12-20 16:30:48.876305+00","Bac Ninh","124","45","54","943","16","37","12"
"33448","2025-12-20 16:30:51.031096+00","Binh Dinh","48","9","16","265","8","27","29"
"33449","2025-12-20 16:30:55.73357+00","Binh Duong","118","42","59","526","12","34","24"
"33450","2025-12-20 16:30:57.885595+00","Can Tho","99","35","41","428","5","21","39"
"33451","2025-12-20 16:31:00.037606+00","Cao Bang","98","34","53","500","4","12","34"
"33452","2025-12-20 16:31:03.25167+00","Da Nang","54","12","21","235","1","14","36"
"33453","2025-12-20 16:31:05.423449+00","Gia Lai","46","8","20","1000","17","154","18"
"33454","2025-12-20 16:31:07.642655+00","Ha Nam","104","37","51","594","9","21","19"
"33455","2025-12-20 16:31:09.810354+00","Ha Nam Province","105","37","52","596","7","20","20"
"33456","2025-12-20 16:31:12.360841+00","Ha Noi","118","42","55","888","17","33","12"
"33457","2025-12-20 16:31:14.516126+00","Hai Duong","106","37","50","642","11","20","33"
"33458","2025-12-20 16:31:16.691698+00","Hai Phong","96","33","47","511","8","16","34"
"33459","2025-12-20 16:31:18.848439+00","Ho Chi Minh","113","40","51","454","11","26","48"
"33460","2025-12-20 16:31:21.55734+00","Hanoi","138","52","88","957","21","41","8"
"33461","2025-12-20 16:31:23.712889+00","Hung Yen","96","33","47","554","7","14","16"
"33462","2025-12-20 16:31:25.865861+00","Hoa Binh Province","124","45","63","619","14","23","22"
"33463","2025-12-20 16:31:28.087763+00","Khanh Hoa","48","9","15","345","4","39","29"
"33464","2025-12-20 16:31:30.241588+00","Lam Dong","50","9","13","174","1","10","26"
"33465","2025-12-20 16:31:32.386215+00","Lang Son","90","30","52","530","5","8","28"
"33466","2025-12-20 16:31:34.527666+00","Lang Son Province","122","44","57","627","9","19","20"
"33467","2025-12-20 16:31:36.689001+00","Lao Cai","85","28","34","361","2","5","38"
"33468","2025-12-20 16:31:38.856342+00","Long An","111","40","58","500","8","36","50"
"33469","2025-12-20 16:31:50.071678+00","Nghe An","89","30","45","870","22","30","20"
"33470","2025-12-20 16:31:52.390758+00","Ninh Binh","96","33","50","454","6","26","22"
"33471","2025-12-20 16:31:54.59447+00","Ninh Thuan","50","9","15","151","1","8","38"
"33472","2025-12-20 16:31:56.84526+00","Phu Tho","97","34","47","478","8","8","28"
"33473","2025-12-20 16:31:59.011198+00","Quang Binh Province","53","10","26","367","10","18","32"
"33474","2025-12-20 16:32:01.155186+00","Quang Nam","56","12","19","170","1","9","31"
"33475","2025-12-20 16:32:03.331649+00","Quang Ngai","66","17","24","157","1","7","19"
"33476","2025-12-20 16:32:05.874552+00","Quang Ninh","120","43","57","543","6","23","24"
"33477","2025-12-20 16:32:08.028164+00","Quang Ninh Province","84","27","36","497","4","7","42"
"33478","2025-12-20 16:32:10.196299+00","Quang Tri","84","27","36","497","4","7","42"
"33479","2025-12-20 16:32:12.351541+00","Son La","102","36","55","590","13","16","25"
"33480","2025-12-20 16:32:14.499915+00","Tay Ninh","94","32","46","424","8","26","44"
"33481","2025-12-20 16:32:16.713334+00","Thai Binh","90","30","41","434","6","12","32"
"33482","2025-12-20 16:32:18.872094+00","Thai Binh Province","90","30","39","441","6","12","33"
"33483","2025-12-20 16:32:21.028484+00","Thua Thien Hue","50","9","23","221","1","8","30"
"33484","2025-12-20 16:32:25.200388+00","Tra Vinh","85","27","38","325","4","18","32"
"33485","2025-12-20 16:32:27.355843+00","Tuyen Quang Province","112","40","58","524","9","14","27"
"33486","2025-12-20 16:32:29.532576+00","Vinh Long","96","34","46","452","6","22","42"
"33487","2025-12-20 16:32:31.689823+00","Vinh Phuc","122","44","50","770","15","34","20"
"33488","2025-12-20 17:21:12.991382+00","Ba Ria Vung Tau","55","11","34","298","6","13","28"
"33489","2025-12-20 17:21:15.210826+00","Bac Giang","108","38","51","676","11","19","22"
"33490","2025-12-20 17:21:17.387587+00","Bac Ninh","124","45","54","943","16","37","12"
"33491","2025-12-20 17:21:19.558804+00","Binh Dinh","48","9","16","265","8","27","29"
"33492","2025-12-20 17:21:21.726942+00","Binh Duong","118","42","59","526","12","34","24"
"33493","2025-12-20 17:21:23.905132+00","Can Tho","99","35","41","428","5","21","39"
"33494","2025-12-20 17:21:26.074452+00","Cao Bang","98","34","53","500","4","12","34"
"33495","2025-12-20 17:21:28.254657+00","Da Nang","54","12","21","235","1","14","36"
"33496","2025-12-20 17:21:30.435116+00","Gia Lai","46","8","20","1000","17","154","18"
"33497","2025-12-20 17:21:32.667049+00","Ha Nam","104","37","51","594","9","21","19"
"33498","2025-12-20 17:21:34.814416+00","Ha Nam Province","105","37","52","596","7","20","20"
"33499","2025-12-20 17:21:36.980108+00","Ha Noi","118","42","55","888","17","33","12"
"33500","2025-12-20 17:21:39.156114+00","Hai Duong","106","37","50","642","11","20","33"
"33501","2025-12-20 17:21:41.314542+00","Hai Phong","96","33","47","511","8","16","34"
"33502","2025-12-20 17:21:43.491667+00","Ho Chi Minh","113","40","51","454","11","26","48"
"33503","2025-12-20 17:21:45.653021+00","Hanoi","138","52","88","957","21","41","8"
"33504","2025-12-20 17:21:47.811074+00","Hung Yen","96","33","47","554","7","14","16"
"33505","2025-12-20 17:21:49.968492+00","Hoa Binh Province","124","45","63","619","14","23","22"
"33506","2025-12-20 17:21:52.205482+00","Khanh Hoa","48","9","15","345","4","39","29"
"33507","2025-12-20 17:21:54.384212+00","Lam Dong","50","9","13","174","1","10","26"
"33508","2025-12-20 17:21:56.545263+00","Lang Son","90","30","52","530","5","8","28"
"33509","2025-12-20 17:21:58.705557+00","Lang Son Province","122","44","57","627","9","19","20"
"33510","2025-12-20 17:22:00.866056+00","Lao Cai","85","28","34","361","2","5","38"
"33511","2025-12-20 17:22:03.018741+00","Long An","111","40","58","500","8","36","50"
"33512","2025-12-20 17:22:05.172632+00","Nghe An","89","30","45","870","22","30","20"
"33513","2025-12-20 17:22:07.335886+00","Ninh Binh","96","33","50","454","6","26","22"
"33514","2025-12-20 17:22:09.503601+00","Ninh Thuan","50","9","15","151","1","8","38"
"33515","2025-12-20 17:22:11.751704+00","Phu Tho","97","34","47","478","8","8","28"
"33516","2025-12-20 17:22:13.929221+00","Quang Binh Province","53","10","26","367","10","18","32"
"33517","2025-12-20 17:22:16.082191+00","Quang Nam","56","12","19","170","1","9","31"
"33518","2025-12-20 17:22:18.237856+00","Quang Ngai","66","17","24","157","1","7","19"
"33519","2025-12-20 17:22:20.402321+00","Quang Ninh","120","43","57","543","6","23","24"
"33520","2025-12-20 17:22:22.555218+00","Quang Ninh Province","84","27","36","497","4","7","42"
"33521","2025-12-20 17:22:24.723675+00","Quang Tri","84","27","36","497","4","7","42"
"33522","2025-12-20 17:22:26.913707+00","Son La","102","36","55","590","13","16","25"
"33523","2025-12-20 17:22:29.072494+00","Tay Ninh","94","32","46","424","8","26","44"
"33524","2025-12-20 17:22:31.295565+00","Thai Binh","90","30","41","434","6","12","32"
"33525","2025-12-20 17:22:33.449934+00","Thai Binh Province","90","30","39","441","6","12","33"
"33526","2025-12-20 17:22:35.624038+00","Thua Thien Hue","50","9","23","221","1","8","30"
"33527","2025-12-20 17:22:37.777953+00","Tra Vinh","85","27","38","325","4","18","32"
"33528","2025-12-20 17:22:39.925652+00","Tuyen Quang Province","112","40","58","524","9","14","27"
"33529","2025-12-20 17:22:42.082583+00","Vinh Long","96","34","46","452","6","22","42"
"33530","2025-12-20 17:22:44.240629+00","Vinh Phuc","122","44","50","770","15","34","20"
"33531","2025-12-20 18:33:40.399044+00","Ba Ria Vung Tau","55","11","34","298","6","13","28"
"33532","2025-12-20 18:33:43.659169+00","Bac Giang","151","61","75","978","15","39","6"
"33533","2025-12-20 18:33:47.290003+00","Bac Ninh","125","45","62","1000","19","39","4"
"33534","2025-12-20 18:33:50.957289+00","Binh Dinh","51","9","16","242","4","25","26"
"33535","2025-12-20 18:33:54.19296+00","Binh Duong","118","42","59","526","12","34","24"
"33536","2025-12-20 18:33:57.860294+00","Can Tho","154","59","69","467","5","18","29"
"33537","2025-12-20 18:34:01.903239+00","Cao Bang","120","44","70","648","3","24","4"
"33538","2025-12-20 18:34:04.442594+00","Da Nang","54","12","21","235","1","14","36"
"33539","2025-12-20 18:34:07.534387+00","Gia Lai","31","6","17","998","17","147","16"
"33540","2025-12-20 18:34:10.57924+00","Ha Nam","132","48","69","1000","21","34","7"
"33541","2025-12-20 18:34:13.933775+00","Ha Nam Province","152","57","77","977","19","31","7"
"33542","2025-12-20 18:34:17.440747+00","Ha Noi","118","42","61","979","22","40","5"
"33543","2025-12-20 18:34:20.481556+00","Hai Duong","155","64","79","948","16","37","9"
"33544","2025-12-20 18:34:23.757472+00","Hai Phong","156","62","72","831","12","30","12"
"33545","2025-12-20 18:34:26.908441+00","Ho Chi Minh","74","21","40","536","17","29","26"
"33546","2025-12-20 18:34:30.574711+00","Hanoi","119","43","66","1000","24","44","5"
"33547","2025-12-20 18:34:34.043793+00","Hung Yen","158","66","80","986","20","32","7"
"33548","2025-12-20 18:34:40.69786+00","Hoa Binh Province","117","42","85","1000","25","42","5"
"33549","2025-12-20 18:34:43.913733+00","Khanh Hoa","44","8","13","317","5","33","24"
"33550","2025-12-20 18:34:47.637068+00","Lam Dong","44","8","11","138","2","4","21"
"33551","2025-12-20 18:34:52.615751+00","Lang Son","154","60","86","760","7","28","4"
"33552","2025-12-20 18:34:56.326718+00","Lang Son Province","157","64","78","948","13","36","5"
"33553","2025-12-20 18:34:59.801334+00","Lao Cai","99","35","38","343","2","5","26"
"33554","2025-12-20 18:35:03.748663+00","Long An","87","28","50","474","10","36","22"
"33555","2025-12-20 18:35:06.267797+00","Nghe An","89","30","45","870","22","30","20"
"33556","2025-12-20 18:35:10.643949+00","Ninh Binh","154","59","71","708","13","31","6"
"33557","2025-12-20 18:35:17.339051+00","Ninh Thuan","50","9","14","136","1","6","28"
"33558","2025-12-20 18:35:21.168425+00","Phu Tho","160","68","78","877","14","29","14"
"33559","2025-12-20 18:35:24.535285+00","Quang Binh Province","69","19","34","617","17","21","29"
"33560","2025-12-20 18:35:27.734447+00","Quang Nam","58","13","19","159","1","9","29"
"33561","2025-12-20 18:35:31.080308+00","Quang Ngai","64","16","22","139","1","7","18"
"33562","2025-12-20 18:35:34.313175+00","Quang Ninh","120","43","57","543","6","23","24"
"33563","2025-12-20 18:35:37.934556+00","Quang Ninh Province","115","41","53","589","4","16","19"
"33564","2025-12-20 18:35:40.065307+00","Quang Tri","115","41","53","589","4","16","19"
"33565","2025-12-20 18:35:43.206215+00","Son La","156","62","107","1000","20","38","7"
"33566","2025-12-20 18:35:47.517785+00","Tay Ninh","107","38","53","601","16","35","22"
"33567","2025-12-20 18:35:50.920554+00","Thai Binh","127","46","63","746","12","25","12"
"33568","2025-12-20 18:35:54.40974+00","Thai Binh Province","144","53","67","781","14","28","12"
"33569","2025-12-20 18:35:57.728812+00","Thua Thien Hue","50","9","24","143","1","9","25"
"33570","2025-12-20 18:36:00.187477+00","Tra Vinh","85","27","38","325","4","18","32"
"33571","2025-12-20 18:36:03.408281+00","Tuyen Quang Province","158","65","93","945","16","36","8"
"33572","2025-12-20 18:36:06.838851+00","Vinh Long","116","42","55","458","6","21","28"
"33573","2025-12-20 18:36:10.17124+00","Vinh Phuc","122","44","58","1000","25","49","2"
"33574","2025-12-20 19:20:05.50713+00","Ba Ria Vung Tau","55","11","34","298","6","13","28"
"33575","2025-12-20 19:20:08.03323+00","Bac Giang","151","61","75","978","15","39","6"
"33576","2025-12-20 19:20:10.612715+00","Bac Ninh","125","45","62","1000","19","39","4"
"33577","2025-12-20 19:20:13.155004+00","Binh Dinh","51","9","16","242","4","25","26"
"33578","2025-12-20 19:20:15.728913+00","Binh Duong","118","42","59","526","12","34","24"
"33579","2025-12-20 19:20:18.258387+00","Can Tho","154","59","69","467","5","18","29"
"33580","2025-12-20 19:20:21.548354+00","Cao Bang","120","44","70","648","3","24","4"
"33581","2025-12-20 19:20:23.7286+00","Da Nang","54","12","21","235","1","14","36"
"33582","2025-12-20 19:20:26.148844+00","Gia Lai","31","6","17","998","17","147","16"
"33583","2025-12-20 19:20:28.799909+00","Ha Nam","132","48","69","1000","21","34","7"
"33584","2025-12-20 19:20:31.266833+00","Ha Nam Province","152","57","77","977","19","31","7"
"33585","2025-12-20 19:20:33.676207+00","Ha Noi","118","42","61","979","22","40","5"
"33586","2025-12-20 19:20:36.174343+00","Hai Duong","155","64","79","948","16","37","9"
"33587","2025-12-20 19:20:38.641821+00","Hai Phong","156","62","72","831","12","30","12"
"33588","2025-12-20 19:20:41.122491+00","Ho Chi Minh","74","21","40","536","17","29","26"
"33589","2025-12-20 19:20:43.650476+00","Hanoi","119","43","66","1000","24","44","5"
"33590","2025-12-20 19:20:46.203033+00","Hung Yen","158","66","80","986","20","32","7"
"33591","2025-12-20 19:20:48.679895+00","Hoa Binh Province","117","42","85","1000","25","42","5"
"33592","2025-12-20 19:20:51.29589+00","Khanh Hoa","44","8","13","317","5","33","24"
"33593","2025-12-20 19:20:53.728611+00","Lam Dong","44","8","11","138","2","4","21"
"33594","2025-12-20 19:20:56.271501+00","Lang Son","154","60","86","760","7","28","4"
"33595","2025-12-20 19:20:58.669777+00","Lang Son Province","157","64","78","948","13","36","5"
"33596","2025-12-20 19:21:01.169999+00","Lao Cai","99","35","38","343","2","5","26"
"33597","2025-12-20 19:21:03.599083+00","Long An","87","28","50","474","10","36","22"
"33598","2025-12-20 19:21:06.131501+00","Nghe An","89","30","45","870","22","30","20"
"33599","2025-12-20 19:21:08.552162+00","Ninh Binh","154","59","71","708","13","31","6"
"33600","2025-12-20 19:21:11.026326+00","Ninh Thuan","50","9","14","136","1","6","28"
"33601","2025-12-20 19:21:13.591927+00","Phu Tho","160","68","78","877","14","29","14"
"33602","2025-12-20 19:21:16.007502+00","Quang Binh Province","69","19","34","617","17","21","29"
"33603","2025-12-20 19:21:18.452881+00","Quang Nam","58","13","19","159","1","9","29"
"33604","2025-12-20 19:21:20.864536+00","Quang Ngai","64","16","22","139","1","7","18"
"33605","2025-12-20 19:21:23.335918+00","Quang Ninh","120","43","57","543","6","23","24"
"33606","2025-12-20 19:21:25.832329+00","Quang Ninh Province","115","41","53","589","4","16","19"
"33607","2025-12-20 19:21:28.325626+00","Quang Tri","115","41","53","589","4","16","19"
"33608","2025-12-20 19:21:30.847851+00","Son La","156","62","107","1000","20","38","7"
"33609","2025-12-20 19:21:33.277246+00","Tay Ninh","107","38","53","601","16","35","22"
"33610","2025-12-20 19:21:35.835461+00","Thai Binh","127","46","63","746","12","25","12"
"33611","2025-12-20 19:21:38.315276+00","Thai Binh Province","144","53","67","781","14","28","12"
"33612","2025-12-20 19:21:40.709013+00","Thua Thien Hue","50","9","24","143","1","9","25"
"33613","2025-12-20 19:21:43.353877+00","Tra Vinh","85","27","38","325","4","18","32"
"33614","2025-12-20 19:21:45.859966+00","Tuyen Quang Province","158","65","93","945","16","36","8"
"33615","2025-12-20 19:21:48.286421+00","Vinh Long","116","42","55","458","6","21","28"
"33616","2025-12-20 19:21:50.829595+00","Vinh Phuc","122","44","58","1000","25","49","2"
"33617","2025-12-20 20:26:58.343679+00","Ba Ria Vung Tau","55","11","34","298","6","13","28"
"33618","2025-12-20 20:27:00.499793+00","Bac Giang","151","61","75","978","15","39","6"
"33619","2025-12-20 20:27:02.641359+00","Bac Ninh","125","45","62","1000","19","39","4"
"33620","2025-12-20 20:27:04.80985+00","Binh Dinh","51","9","16","242","4","25","26"
"33621","2025-12-20 20:27:06.955122+00","Binh Duong","118","42","59","526","12","34","24"
"33622","2025-12-20 20:27:09.105542+00","Can Tho","154","59","69","467","5","18","29"
"33623","2025-12-20 20:27:11.235839+00","Cao Bang","120","44","70","648","3","24","4"
"33624","2025-12-20 20:27:13.664796+00","Da Nang","51","10","20","139","1","10","41"
"33625","2025-12-20 20:27:15.790876+00","Gia Lai","31","6","17","998","17","147","16"
